time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-16 00:00:00+00:00,743,359,208,62
2025-10-17 00:00:00+00:00,482,216,525,124
2025-10-18 00:00:00+00:00,209,101,49,24
2025-10-19 00:00:00+00:00,337,133,85,26
2025-10-20 00:00:00+00:00,3753,349,601,148
2025-10-21 00:00:00+00:00,354,161,465,102
2025-10-22 00:00:00+00:00,439,194,332,86
2025-10-23 00:00:00+00:00,227,99,438,102
2025-10-24 00:00:00+00:00,420,179,139,53
2025-10-25 00:00:00+00:00,260,126,377,75
2025-10-26 00:00:00+00:00,1377,271,591,62
2025-10-27 00:00:00+00:00,4578,478,1572,299
2025-10-28 00:00:00+00:00,657,234,612,263
2025-10-29 00:00:00+00:00,563,193,310,103
