time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-08 00:00:00+00:00,93,49,156,44
2025-05-09 00:00:00+00:00,101,44,113,36
2025-05-10 00:00:00+00:00,94,24,147,26
2025-05-11 00:00:00+00:00,40,16,96,11
2025-05-12 00:00:00+00:00,1371,181,289,40
2025-05-13 00:00:00+00:00,148,55,129,44
2025-05-14 00:00:00+00:00,48,30,368,46
2025-05-15 00:00:00+00:00,138,77,167,50
2025-05-16 00:00:00+00:00,159,61,279,41
2025-05-17 00:00:00+00:00,19,14,178,14
2025-05-18 00:00:00+00:00,53,25,136,10
2025-05-19 00:00:00+00:00,1775,194,232,49
2025-05-20 00:00:00+00:00,63,25,156,37
2025-05-21 00:00:00+00:00,99,17,214,52
