time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-21 00:00:00+00:00,122,69,86,31
2025-03-22 00:00:00+00:00,67,38,35,15
2025-03-23 00:00:00+00:00,175,77,54,11
2025-03-24 00:00:00+00:00,792,138,137,41
2025-03-25 00:00:00+00:00,167,61,233,57
2025-03-26 00:00:00+00:00,281,109,247,54
2025-03-27 00:00:00+00:00,244,84,341,60
2025-03-28 00:00:00+00:00,118,60,183,43
2025-03-29 00:00:00+00:00,66,42,20,12
2025-03-30 00:00:00+00:00,61,38,20,11
2025-03-31 00:00:00+00:00,2829,197,169,44
2025-04-01 00:00:00+00:00,376,130,210,45
2025-04-02 00:00:00+00:00,58,37,102,31
2025-04-03 00:00:00+00:00,888,150,341,109
