time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-20 00:00:00+00:00,1129,37,853,91
2024-09-21 00:00:00+00:00,34,6,182,26
2024-09-22 00:00:00+00:00,26,9,49,12
2024-09-23 00:00:00+00:00,726,25,221,37
2024-09-24 00:00:00+00:00,348,29,664,49
2024-09-25 00:00:00+00:00,10,5,377,48
2024-09-26 00:00:00+00:00,135,19,182,52
2024-09-27 00:00:00+00:00,204,17,208,70
2024-09-28 00:00:00+00:00,7,6,46,12
2024-09-29 00:00:00+00:00,5,4,50,14
2024-09-30 00:00:00+00:00,1211,34,159,40
2024-10-01 00:00:00+00:00,48,13,200,38
2024-10-02 00:00:00+00:00,31,10,262,49
2024-10-03 00:00:00+00:00,29,11,219,40
