time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-26 00:00:00+00:00,46,11,178,47
2024-01-27 00:00:00+00:00,122,21,98,32
2024-01-28 00:00:00+00:00,9,9,72,38
2024-01-29 00:00:00+00:00,1442,129,232,83
2024-01-30 00:00:00+00:00,12,9,272,57
2024-01-31 00:00:00+00:00,16,11,381,44
2024-02-01 00:00:00+00:00,130,29,180,40
2024-02-02 00:00:00+00:00,416,66,204,40
2024-02-03 00:00:00+00:00,7,7,42,20
2024-02-04 00:00:00+00:00,4,4,40,18
2024-02-05 00:00:00+00:00,1008,101,119,34
2024-02-06 00:00:00+00:00,24,12,246,47
2024-02-07 00:00:00+00:00,80,32,160,27
2024-02-08 00:00:00+00:00,86,28,218,39
