referrer,views_total,views_unique
github.com,235,49
Google,108,59
confluence.mts.ru,47,3
featbit.co,8,5
search.brave.com,7,1
labs-public-portal-707cd79c1635.herokuapp.com,6,3
yandex.ru,6,3
hub.docker.com,6,2
Bing,5,4
pay-net.atlassian.net,5,1
