time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-30 00:00:00+00:00,61,38,20,11
2025-03-31 00:00:00+00:00,2829,197,169,44
2025-04-01 00:00:00+00:00,376,130,210,45
2025-04-02 00:00:00+00:00,58,37,102,31
2025-04-03 00:00:00+00:00,891,153,360,110
2025-04-04 00:00:00+00:00,67,31,81,28
2025-04-05 00:00:00+00:00,38,29,27,15
2025-04-06 00:00:00+00:00,27,24,58,13
2025-04-07 00:00:00+00:00,2776,172,80,43
2025-04-08 00:00:00+00:00,405,59,193,63
2025-04-09 00:00:00+00:00,43,26,159,54
2025-04-10 00:00:00+00:00,552,123,399,94
2025-04-11 00:00:00+00:00,59,31,124,37
2025-04-12 00:00:00+00:00,8,6,43,20
