referrer,views_total,views_unique
github.com,396,48
Google,238,65
pkg.go.dev,40,4
DuckDuckGo,26,3
dev.to,13,5
t.co,10,4
featbit.co,7,6
pypi.org,6,1
statics.teams.cdn.office.net,5,2
hub.docker.com,4,2
