referrer,views_total,views_unique
github.com,372,56
Google,265,86
hub.docker.com,54,5
pkg.go.dev,46,2
chat.openai.com,36,1
statics.gov.teams.microsoft.us,23,2
pypi.org,23,1
dev.to,11,3
featbit.co,9,7
Bing,9,3
