time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-12 00:00:00+00:00,416,164,114,34
2025-09-13 00:00:00+00:00,66,54,46,13
2025-09-14 00:00:00+00:00,56,41,128,15
2025-09-15 00:00:00+00:00,3370,441,168,44
2025-09-16 00:00:00+00:00,650,190,178,45
2025-09-17 00:00:00+00:00,601,228,184,52
2025-09-18 00:00:00+00:00,1074,256,223,51
2025-09-19 00:00:00+00:00,2551,443,167,51
2025-09-20 00:00:00+00:00,112,58,395,263
2025-09-21 00:00:00+00:00,699,177,75,50
2025-09-22 00:00:00+00:00,265,143,222,57
2025-09-23 00:00:00+00:00,533,196,154,70
2025-09-24 00:00:00+00:00,312,168,135,67
2025-09-25 00:00:00+00:00,351,114,127,53
