referrer,views_total,views_unique
github.com,327,46
Google,237,70
DuckDuckGo,26,3
dev.to,13,5
featbit.co,8,7
pkg.go.dev,8,2
t.co,7,3
pypi.org,6,1
fireglass.atlassian.net,6,1
confluence.app.slsp.sk,6,1
