time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-17 00:00:00+00:00,2227,239,65,32
2026-02-18 00:00:00+00:00,254,121,121,48
2026-02-19 00:00:00+00:00,3919,119,106,37
2026-02-20 00:00:00+00:00,1975,240,117,38
2026-02-21 00:00:00+00:00,3396,381,59,25
2026-02-22 00:00:00+00:00,1235,106,27,15
2026-02-23 00:00:00+00:00,2287,211,179,53
2026-02-24 00:00:00+00:00,1106,258,83,54
2026-02-25 00:00:00+00:00,684,196,167,57
2026-02-26 00:00:00+00:00,784,164,108,51
2026-02-27 00:00:00+00:00,2844,356,96,28
2026-02-28 00:00:00+00:00,100,71,36,21
2026-03-01 00:00:00+00:00,174,97,45,26
2026-03-02 00:00:00+00:00,1811,307,96,43
