time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-19 00:00:00+00:00,2321,448,88,40
2026-06-20 00:00:00+00:00,2761,707,47,18
2026-06-21 00:00:00+00:00,749,250,42,17
2026-06-22 00:00:00+00:00,2493,484,102,43
2026-06-23 00:00:00+00:00,2529,385,120,37
2026-06-24 00:00:00+00:00,5673,397,128,31
2026-06-25 00:00:00+00:00,1907,335,120,64
2026-06-26 00:00:00+00:00,9324,435,151,100
2026-06-27 00:00:00+00:00,7330,211,88,64
2026-06-28 00:00:00+00:00,1375,186,33,18
2026-06-29 00:00:00+00:00,3532,448,74,53
2026-06-30 00:00:00+00:00,1993,463,194,94
2026-07-01 00:00:00+00:00,2518,465,137,100
2026-07-02 00:00:00+00:00,1560,412,110,93
