time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-14 00:00:00+00:00,181,96,475,95
2025-12-15 00:00:00+00:00,2974,422,440,111
2025-12-16 00:00:00+00:00,888,181,233,82
2025-12-17 00:00:00+00:00,1265,224,133,62
2025-12-18 00:00:00+00:00,968,257,153,74
2025-12-19 00:00:00+00:00,804,220,214,73
2025-12-20 00:00:00+00:00,706,182,187,68
2025-12-21 00:00:00+00:00,482,172,316,117
2025-12-22 00:00:00+00:00,2116,339,406,101
2025-12-23 00:00:00+00:00,620,141,408,134
2025-12-24 00:00:00+00:00,461,120,328,73
2025-12-25 00:00:00+00:00,198,133,384,90
2025-12-26 00:00:00+00:00,178,89,241,38
2025-12-27 00:00:00+00:00,508,129,455,127
