time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-12 00:00:00+00:00,13,8,124,34
2024-04-13 00:00:00+00:00,7,7,141,17
2024-04-14 00:00:00+00:00,53,10,121,14
2024-04-15 00:00:00+00:00,1035,130,259,60
2024-04-16 00:00:00+00:00,46,37,305,53
2024-04-17 00:00:00+00:00,17,9,220,42
2024-04-18 00:00:00+00:00,394,76,477,64
2024-04-19 00:00:00+00:00,439,99,312,38
2024-04-20 00:00:00+00:00,123,39,284,19
2024-04-21 00:00:00+00:00,122,36,56,10
2024-04-22 00:00:00+00:00,1197,138,346,46
2024-04-23 00:00:00+00:00,103,49,348,50
2024-04-24 00:00:00+00:00,434,82,178,35
2024-04-25 00:00:00+00:00,66,41,304,42
