time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-03 00:00:00+00:00,5,4,31,6
2024-08-04 00:00:00+00:00,24,6,72,21
2024-08-05 00:00:00+00:00,967,37,344,53
2024-08-06 00:00:00+00:00,69,12,474,56
2024-08-07 00:00:00+00:00,51,13,197,37
2024-08-08 00:00:00+00:00,102,18,401,49
2024-08-09 00:00:00+00:00,38,12,215,35
2024-08-10 00:00:00+00:00,38,9,82,11
2024-08-11 00:00:00+00:00,30,12,24,8
2024-08-12 00:00:00+00:00,648,28,400,145
2024-08-13 00:00:00+00:00,72,23,391,65
2024-08-14 00:00:00+00:00,224,20,354,46
2024-08-15 00:00:00+00:00,167,19,440,45
2024-08-16 00:00:00+00:00,209,18,311,89
