time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-11 00:00:00+00:00,59,31,124,37
2025-04-12 00:00:00+00:00,10,8,45,22
2025-04-13 00:00:00+00:00,17,8,41,13
2025-04-14 00:00:00+00:00,633,75,146,54
2025-04-15 00:00:00+00:00,2613,206,329,56
2025-04-16 00:00:00+00:00,305,75,209,66
2025-04-17 00:00:00+00:00,106,32,236,55
2025-04-18 00:00:00+00:00,225,70,103,31
2025-04-19 00:00:00+00:00,46,26,45,12
2025-04-20 00:00:00+00:00,25,17,27,10
2025-04-21 00:00:00+00:00,2720,148,208,82
2025-04-22 00:00:00+00:00,263,102,192,44
2025-04-23 00:00:00+00:00,123,61,200,42
2025-04-24 00:00:00+00:00,36,14,239,33
