time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-30 00:00:00+00:00,12,9,272,57
2024-01-31 00:00:00+00:00,16,11,381,44
2024-02-01 00:00:00+00:00,130,29,180,40
2024-02-02 00:00:00+00:00,416,66,204,40
2024-02-03 00:00:00+00:00,7,7,42,20
2024-02-04 00:00:00+00:00,4,4,40,18
2024-02-05 00:00:00+00:00,1008,101,119,34
2024-02-06 00:00:00+00:00,24,12,246,47
2024-02-07 00:00:00+00:00,80,32,160,27
2024-02-08 00:00:00+00:00,91,32,227,46
2024-02-09 00:00:00+00:00,133,28,142,59
2024-02-10 00:00:00+00:00,11,8,42,14
2024-02-11 00:00:00+00:00,9,5,82,12
2024-02-12 00:00:00+00:00,1199,86,155,43
