time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-09 00:00:00+00:00,405,24,428,71
2024-10-10 00:00:00+00:00,77,6,117,62
2024-10-11 00:00:00+00:00,363,16,200,49
2024-10-12 00:00:00+00:00,220,14,105,17
2024-10-13 00:00:00+00:00,7,6,141,16
2024-10-14 00:00:00+00:00,1250,25,214,50
2024-10-15 00:00:00+00:00,139,14,213,48
2024-10-16 00:00:00+00:00,73,16,663,36
2024-10-17 00:00:00+00:00,114,11,269,45
2024-10-18 00:00:00+00:00,17,7,277,48
2024-10-19 00:00:00+00:00,23,8,115,37
2024-10-20 00:00:00+00:00,3,3,39,14
2024-10-21 00:00:00+00:00,1225,27,198,47
2024-10-22 00:00:00+00:00,91,17,305,53
