time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-03 00:00:00+00:00,2642,316,198,67
2026-09-04 00:00:00+00:00,17640,479,168,60
2026-09-05 00:00:00+00:00,480,226,115,31
2026-09-06 00:00:00+00:00,1592,363,154,23
2026-09-07 00:00:00+00:00,3647,366,221,52
2026-09-08 00:00:00+00:00,3853,454,329,77
2026-09-09 00:00:00+00:00,1130,288,255,63
2026-09-10 00:00:00+00:00,790,338,263,61
2026-09-11 00:00:00+00:00,2438,326,314,76
2026-09-12 00:00:00+00:00,402,225,347,69
2026-09-13 00:00:00+00:00,515,198,421,118
2026-09-14 00:00:00+00:00,2673,401,333,131
2026-09-15 00:00:00+00:00,586,265,339,134
2026-09-16 00:00:00+00:00,1220,277,290,106
