time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-25 00:00:00+00:00,463,202,278,97
2026-08-26 00:00:00+00:00,359,153,226,52
2026-08-27 00:00:00+00:00,536,281,229,73
2026-08-28 00:00:00+00:00,1011,368,149,50
2026-08-29 00:00:00+00:00,408,253,78,32
2026-08-30 00:00:00+00:00,6052,352,100,27
2026-08-31 00:00:00+00:00,1733,457,152,76
2026-09-01 00:00:00+00:00,1008,324,219,89
2026-09-02 00:00:00+00:00,2105,313,185,63
2026-09-03 00:00:00+00:00,2642,316,198,67
2026-09-04 00:00:00+00:00,17640,479,168,60
2026-09-05 00:00:00+00:00,480,226,115,31
2026-09-06 00:00:00+00:00,1592,363,154,23
2026-09-07 00:00:00+00:00,3647,366,221,52
