time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-09 00:00:00+00:00,1130,288,255,63
2026-09-10 00:00:00+00:00,790,338,263,61
2026-09-11 00:00:00+00:00,2438,326,314,76
2026-09-12 00:00:00+00:00,402,225,347,69
2026-09-13 00:00:00+00:00,515,198,421,118
2026-09-14 00:00:00+00:00,2673,401,333,131
2026-09-15 00:00:00+00:00,586,265,339,134
2026-09-16 00:00:00+00:00,1220,277,290,106
2026-09-17 00:00:00+00:00,2206,373,310,89
2026-09-18 00:00:00+00:00,3788,535,331,87
2026-09-19 00:00:00+00:00,724,288,317,102
2026-09-20 00:00:00+00:00,6660,261,314,83
2026-09-21 00:00:00+00:00,3696,360,363,137
2026-09-22 00:00:00+00:00,2240,481,306,90
