referrer,views_total,views_unique
Google,321,99
github.com,207,44
pypi.org,95,2
goodfirstissues.com,35,9
pkg.go.dev,23,4
getunleash.io,21,6
hub.docker.com,21,2
chatgpt.com,5,4
coccoc.com,5,1
m.sogou.com,4,2
