referrer,views_total,views_unique
Google,391,71
github.com,165,48
t.co,145,98
hub.docker.com,120,6
pkg.go.dev,49,5
awesome-go.com,20,3
featbit.co,12,10
dev.azure.com,9,1
linkedin.com,5,4
ecosia.org,4,2
