time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-16 00:00:00+00:00,23,19,66,24
2025-02-17 00:00:00+00:00,2720,162,142,42
2025-02-18 00:00:00+00:00,333,84,121,40
2025-02-19 00:00:00+00:00,600,531,185,45
2025-02-20 00:00:00+00:00,292,96,395,87
2025-02-21 00:00:00+00:00,404,110,205,64
2025-02-22 00:00:00+00:00,35,30,57,25
2025-02-23 00:00:00+00:00,20,19,38,23
2025-02-24 00:00:00+00:00,3248,149,282,54
2025-02-25 00:00:00+00:00,296,101,228,59
2025-02-26 00:00:00+00:00,96,42,152,40
2025-02-27 00:00:00+00:00,38,26,147,56
2025-02-28 00:00:00+00:00,26,19,126,39
2025-03-01 00:00:00+00:00,197,155,35,14
