time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-25 00:00:00+00:00,848,244,120,43
2026-03-26 00:00:00+00:00,558,219,121,38
2026-03-27 00:00:00+00:00,3608,380,209,133
2026-03-28 00:00:00+00:00,162,129,14,7
2026-03-29 00:00:00+00:00,167,123,22,11
2026-03-30 00:00:00+00:00,693,228,81,36
2026-03-31 00:00:00+00:00,931,288,66,34
2026-04-01 00:00:00+00:00,1256,290,188,92
2026-04-02 00:00:00+00:00,880,238,96,37
2026-04-03 00:00:00+00:00,2323,418,55,31
2026-04-04 00:00:00+00:00,155,106,86,56
2026-04-05 00:00:00+00:00,302,142,77,47
2026-04-06 00:00:00+00:00,1054,313,61,30
2026-04-07 00:00:00+00:00,943,223,73,40
