referrer,views_total,views_unique
Google,511,87
github.com,258,50
featbit.co,19,15
statics.teams.cdn.office.net,8,1
hub.docker.com,7,2
dev.to,4,4
yandex.ru,4,4
pkg.go.dev,4,3
docs.github.com,4,1
search.brave.com,2,1
