referrer,views_total,views_unique
Google,228,83
github.com,206,46
hub.docker.com,31,2
goodfirstissues.com,14,8
pkg.go.dev,10,3
yandex.ru,9,2
DuckDuckGo,7,4
chatgpt.com,6,5
vinted.atlassian.net,5,1
github.services.mckinseywave.com,3,2
