time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-19 00:00:00+00:00,46,26,45,12
2025-04-20 00:00:00+00:00,25,17,27,10
2025-04-21 00:00:00+00:00,2720,148,208,82
2025-04-22 00:00:00+00:00,263,102,192,44
2025-04-23 00:00:00+00:00,123,61,200,42
2025-04-24 00:00:00+00:00,39,17,241,34
2025-04-25 00:00:00+00:00,63,23,166,34
2025-04-26 00:00:00+00:00,126,41,134,15
2025-04-27 00:00:00+00:00,59,37,66,19
2025-04-28 00:00:00+00:00,2151,137,114,31
2025-04-29 00:00:00+00:00,96,55,206,39
2025-04-30 00:00:00+00:00,98,58,415,47
2025-05-01 00:00:00+00:00,141,49,177,26
2025-05-02 00:00:00+00:00,75,37,180,39
