time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-01 00:00:00+00:00,1054,34,154,38
2024-07-02 00:00:00+00:00,99,14,295,54
2024-07-03 00:00:00+00:00,362,29,183,75
2024-07-04 00:00:00+00:00,59,7,129,53
2024-07-05 00:00:00+00:00,56,16,125,25
2024-07-06 00:00:00+00:00,16,5,71,13
2024-07-07 00:00:00+00:00,45,5,123,22
2024-07-08 00:00:00+00:00,1824,20,286,48
2024-07-09 00:00:00+00:00,345,31,221,51
2024-07-10 00:00:00+00:00,11,4,136,41
2024-07-11 00:00:00+00:00,67,14,524,58
2024-07-12 00:00:00+00:00,20,11,138,39
2024-07-13 00:00:00+00:00,27,9,102,16
2024-07-14 00:00:00+00:00,24,8,105,19
