time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-08 00:00:00+00:00,321,127,109,23
2025-11-09 00:00:00+00:00,285,96,21,16
2025-11-10 00:00:00+00:00,613,199,138,66
2025-11-11 00:00:00+00:00,926,255,523,148
2025-11-12 00:00:00+00:00,1642,292,462,87
2025-11-13 00:00:00+00:00,1763,365,459,191
2025-11-14 00:00:00+00:00,427,207,112,53
2025-11-15 00:00:00+00:00,593,126,47,24
2025-11-16 00:00:00+00:00,408,114,40,26
2025-11-17 00:00:00+00:00,441,93,194,54
2025-11-18 00:00:00+00:00,1030,245,268,88
2025-11-19 00:00:00+00:00,315,127,164,54
2025-11-20 00:00:00+00:00,3289,435,170,84
2025-11-21 00:00:00+00:00,962,260,315,120
