time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-29 00:00:00+00:00,156,81,77,32
2025-08-30 00:00:00+00:00,65,41,26,17
2025-08-31 00:00:00+00:00,59,34,30,8
2025-09-01 00:00:00+00:00,3455,243,83,26
2025-09-02 00:00:00+00:00,441,109,92,33
2025-09-03 00:00:00+00:00,184,93,113,44
2025-09-04 00:00:00+00:00,428,157,124,36
2025-09-05 00:00:00+00:00,307,119,119,31
2025-09-06 00:00:00+00:00,32,29,57,19
2025-09-07 00:00:00+00:00,128,91,28,16
2025-09-08 00:00:00+00:00,2702,281,95,36
2025-09-09 00:00:00+00:00,568,207,88,38
2025-09-10 00:00:00+00:00,329,179,114,39
2025-09-11 00:00:00+00:00,510,216,69,36
