referrer,views_total,views_unique
github.com,350,54
Google,265,87
hub.docker.com,54,5
pkg.go.dev,46,2
chat.openai.com,37,1
statics.gov.teams.microsoft.us,23,2
pypi.org,23,1
dev.to,11,3
featbit.co,10,8
Bing,9,3
