time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-09 00:00:00+00:00,2118,294,104,44
2026-06-10 00:00:00+00:00,6495,653,71,33
2026-06-11 00:00:00+00:00,3226,446,147,69
2026-06-12 00:00:00+00:00,4349,572,130,82
2026-06-13 00:00:00+00:00,1660,350,92,75
2026-06-14 00:00:00+00:00,1382,385,34,16
2026-06-15 00:00:00+00:00,2251,455,139,121
2026-06-16 00:00:00+00:00,2146,401,36,22
2026-06-17 00:00:00+00:00,1798,308,64,30
2026-06-18 00:00:00+00:00,1040,316,75,32
2026-06-19 00:00:00+00:00,2321,448,88,40
2026-06-20 00:00:00+00:00,2761,707,47,18
2026-06-21 00:00:00+00:00,749,250,42,17
2026-06-22 00:00:00+00:00,2493,484,102,43
