time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-13 00:00:00+00:00,351,15,342,96
2024-12-14 00:00:00+00:00,58,5,37,12
2024-12-15 00:00:00+00:00,17,10,43,11
2024-12-16 00:00:00+00:00,1454,21,301,71
2024-12-17 00:00:00+00:00,128,19,156,49
2024-12-18 00:00:00+00:00,122,16,318,53
2024-12-19 00:00:00+00:00,44,13,151,45
2024-12-20 00:00:00+00:00,19,7,235,44
2024-12-21 00:00:00+00:00,5,4,128,13
2024-12-22 00:00:00+00:00,17,14,21,11
2024-12-23 00:00:00+00:00,2365,32,179,33
2024-12-24 00:00:00+00:00,303,20,151,28
2024-12-25 00:00:00+00:00,14,9,32,17
2024-12-26 00:00:00+00:00,18,7,78,24
