time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-31 00:00:00+00:00,105,65,108.0,44.0
2025-02-01 00:00:00+00:00,86,46,83.0,37.0
2025-02-02 00:00:00+00:00,43,33,40.0,17.0
2025-02-03 00:00:00+00:00,1076,106,238.0,59.0
2025-02-04 00:00:00+00:00,89,42,223.0,53.0
2025-02-05 00:00:00+00:00,974,119,223.0,58.0
2025-02-06 00:00:00+00:00,148,71,380.0,59.0
2025-02-07 00:00:00+00:00,154,72,152.0,43.0
2025-02-08 00:00:00+00:00,156,74,34.0,16.0
2025-02-09 00:00:00+00:00,59,45,34.0,16.0
2025-02-10 00:00:00+00:00,2150,169,274.0,131.0
2025-02-11 00:00:00+00:00,186,66,139.0,49.0
2025-02-12 00:00:00+00:00,171,80,,
2025-02-13 00:00:00+00:00,86,39,42.0,16.0
