referrer,views_total,views_unique
Google,551,94
github.com,308,43
pkg.go.dev,48,3
DuckDuckGo,18,2
golangweekly.com,5,4
featbit.co,5,4
intranet.imprivata.com,3,2
betterprogramming.pub,3,1
dev.to,2,2
mail.google.com,2,2
