time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-08 00:00:00+00:00,111,76,82,32
2025-03-09 00:00:00+00:00,79,55,55,20
2025-03-10 00:00:00+00:00,2582,169,317,56
2025-03-11 00:00:00+00:00,375,93,269,45
2025-03-12 00:00:00+00:00,367,95,295,47
2025-03-13 00:00:00+00:00,412,116,258,56
2025-03-14 00:00:00+00:00,77,48,284,67
2025-03-15 00:00:00+00:00,93,42,160,40
2025-03-16 00:00:00+00:00,70,46,63,20
2025-03-17 00:00:00+00:00,611,138,239,57
2025-03-18 00:00:00+00:00,147,65,79,37
2025-03-19 00:00:00+00:00,958,123,208,54
2025-03-20 00:00:00+00:00,1631,187,350,56
2025-03-21 00:00:00+00:00,111,64,85,30
