time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-12 00:00:00+00:00,1203,90,165,44
2024-02-13 00:00:00+00:00,49,18,311,65
2024-02-14 00:00:00+00:00,62,19,212,38
2024-02-15 00:00:00+00:00,23,13,244,37
2024-02-16 00:00:00+00:00,34,12,150,40
2024-02-17 00:00:00+00:00,14,7,39,14
2024-02-18 00:00:00+00:00,5,5,231,17
2024-02-19 00:00:00+00:00,1484,102,515,40
2024-02-20 00:00:00+00:00,23,12,347,48
2024-02-21 00:00:00+00:00,233,56,450,43
2024-02-22 00:00:00+00:00,95,16,230,34
2024-02-23 00:00:00+00:00,18,11,101,25
2024-02-24 00:00:00+00:00,5,5,178,11
2024-02-25 00:00:00+00:00,5,5,19,13
