referrer,views_total,views_unique
github.com,357,54
Google,292,84
golangweekly.com,167,88
com.google.android.gm,39,21
mail.google.com,30,17
t.co,17,8
pkg.go.dev,14,2
yandex.ru,12,1
dev.to,10,5
linkedin.com,9,5
