time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-01 00:00:00+00:00,3507,471,109,29
2026-05-02 00:00:00+00:00,1891,322,91,19
2026-05-03 00:00:00+00:00,1563,238,82,13
2026-05-04 00:00:00+00:00,1601,200,85,34
2026-05-05 00:00:00+00:00,1828,300,41,26
2026-05-06 00:00:00+00:00,2115,387,72,32
2026-05-07 00:00:00+00:00,5246,689,79,37
2026-05-08 00:00:00+00:00,2215,321,79,22
2026-05-09 00:00:00+00:00,1090,129,30,17
2026-05-10 00:00:00+00:00,5090,621,103,58
2026-05-11 00:00:00+00:00,3843,559,55,29
2026-05-12 00:00:00+00:00,1027,228,43,31
2026-05-13 00:00:00+00:00,776,209,60,21
2026-05-14 00:00:00+00:00,1270,298,89,24
