time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-01 00:00:00+00:00,86,46,83,37
2025-02-02 00:00:00+00:00,43,33,40,17
2025-02-03 00:00:00+00:00,1076,106,238,59
2025-02-04 00:00:00+00:00,89,42,223,53
2025-02-05 00:00:00+00:00,974,119,223,58
2025-02-06 00:00:00+00:00,148,71,380,59
2025-02-07 00:00:00+00:00,154,72,152,43
2025-02-08 00:00:00+00:00,156,74,34,16
2025-02-09 00:00:00+00:00,59,45,34,16
2025-02-10 00:00:00+00:00,2150,169,274,131
2025-02-11 00:00:00+00:00,186,66,157,53
2025-02-12 00:00:00+00:00,171,80,164,38
2025-02-13 00:00:00+00:00,95,43,175,40
2025-02-14 00:00:00+00:00,72,45,147,47
