referrer,views_total,views_unique
Google,303,82
github.com,211,50
golangweekly.com,92,47
pkg.go.dev,16,2
thomaspoignant.github.io,16,1
linkedin.com,10,6
dev.to,9,4
t.co,7,3
Bing,6,3
featbit.co,5,4
