referrer,views_total,views_unique
github.com,395,53
Google,266,86
hub.docker.com,54,5
chat.openai.com,35,1
pypi.org,30,1
statics.gov.teams.microsoft.us,23,2
freelancer.in,20,1
dev.to,11,3
featbit.co,9,7
Bing,9,3
