time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-24 00:00:00+00:00,252,56,393,177
2024-05-25 00:00:00+00:00,39,22,194,49
2024-05-26 00:00:00+00:00,62,20,95,34
2024-05-27 00:00:00+00:00,1594,157,311,69
2024-05-28 00:00:00+00:00,86,31,191,45
2024-05-29 00:00:00+00:00,20,13,286,48
2024-05-30 00:00:00+00:00,56,23,179,37
2024-05-31 00:00:00+00:00,24,10,295,59
2024-06-01 00:00:00+00:00,26,15,32,10
2024-06-02 00:00:00+00:00,10,6,66,26
2024-06-03 00:00:00+00:00,400,58,493,51
2024-06-04 00:00:00+00:00,132,19,230,47
2024-06-05 00:00:00+00:00,21,11,290,55
2024-06-06 00:00:00+00:00,14,11,179,31
