time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-21 00:00:00+00:00,955,284,56,24
2026-05-22 00:00:00+00:00,2816,475,55,20
2026-05-23 00:00:00+00:00,1380,141,72,14
2026-05-24 00:00:00+00:00,353,162,40,13
2026-05-25 00:00:00+00:00,1354,302,48,31
2026-05-26 00:00:00+00:00,1472,424,112,22
2026-05-27 00:00:00+00:00,1925,422,83,47
2026-05-28 00:00:00+00:00,1262,360,91,29
2026-05-29 00:00:00+00:00,21252,600,65,18
2026-05-30 00:00:00+00:00,1127,251,59,22
2026-05-31 00:00:00+00:00,377,165,34,11
2026-06-01 00:00:00+00:00,1101,257,113,41
2026-06-02 00:00:00+00:00,292,145,98,35
2026-06-03 00:00:00+00:00,3434,560,69,42
