time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-07 00:00:00+00:00,943,223,73,40
2026-04-08 00:00:00+00:00,2034,375,102,39
2026-04-09 00:00:00+00:00,470,192,124,38
2026-04-10 00:00:00+00:00,4827,601,111,38
2026-04-11 00:00:00+00:00,176,124,31,18
2026-04-12 00:00:00+00:00,2082,365,60,42
2026-04-13 00:00:00+00:00,1271,323,110,40
2026-04-14 00:00:00+00:00,331,170,91,37
2026-04-15 00:00:00+00:00,325,198,108,47
2026-04-16 00:00:00+00:00,266,166,175,40
2026-04-17 00:00:00+00:00,785,249,76,32
2026-04-18 00:00:00+00:00,265,125,95,17
2026-04-19 00:00:00+00:00,461,184,50,21
2026-04-20 00:00:00+00:00,1321,254,125,50
