time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-04 00:00:00+00:00,815,277,202,106
2026-08-05 00:00:00+00:00,3667,408,113,55
2026-08-06 00:00:00+00:00,2763,313,139,46
2026-08-07 00:00:00+00:00,3547,398,117,56
2026-08-08 00:00:00+00:00,1191,268,109,49
2026-08-09 00:00:00+00:00,1024,202,79,39
2026-08-10 00:00:00+00:00,3679,461,97,41
2026-08-11 00:00:00+00:00,2912,327,161,43
2026-08-12 00:00:00+00:00,3238,389,83,41
2026-08-13 00:00:00+00:00,6917,324,114,40
2026-08-14 00:00:00+00:00,12185,301,175,46
2026-08-15 00:00:00+00:00,5430,5311,219,27
2026-08-16 00:00:00+00:00,386,132,242,24
2026-08-17 00:00:00+00:00,1638,281,424,197
