time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-08 00:00:00+00:00,107,56,114,27
2024-05-09 00:00:00+00:00,55,35,133,37
2024-05-10 00:00:00+00:00,55,37,185,36
2024-05-11 00:00:00+00:00,18,9,69,10
2024-05-12 00:00:00+00:00,38,10,62,11
2024-05-13 00:00:00+00:00,1211,92,195,42
2024-05-14 00:00:00+00:00,108,30,317,43
2024-05-15 00:00:00+00:00,25,10,137,35
2024-05-16 00:00:00+00:00,18,14,429,44
2024-05-17 00:00:00+00:00,1262,105,219,65
2024-05-18 00:00:00+00:00,16,16,289,18
2024-05-19 00:00:00+00:00,13,10,32,14
2024-05-20 00:00:00+00:00,74,26,222,40
2024-05-21 00:00:00+00:00,533,105,281,58
