referrer,views_total,views_unique
Google,435,80
github.com,221,48
featbit.co,18,16
statics.teams.cdn.office.net,10,2
yandex.ru,4,4
dev.to,4,4
docs.github.com,4,1
hub.docker.com,2,1
ecosia.org,2,1
DuckDuckGo,2,1
