time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-24 00:00:00+00:00,420,179,139,53
2025-10-25 00:00:00+00:00,260,126,377,75
2025-10-26 00:00:00+00:00,1377,271,591,62
2025-10-27 00:00:00+00:00,4578,478,1572,299
2025-10-28 00:00:00+00:00,657,234,612,263
2025-10-29 00:00:00+00:00,591,211,312,105
2025-10-30 00:00:00+00:00,641,210,328,71
2025-10-31 00:00:00+00:00,554,266,229,78
2025-11-01 00:00:00+00:00,294,117,119,63
2025-11-02 00:00:00+00:00,214,95,34,25
2025-11-03 00:00:00+00:00,4890,532,548,143
2025-11-04 00:00:00+00:00,1352,266,349,132
2025-11-05 00:00:00+00:00,861,207,261,92
2025-11-06 00:00:00+00:00,729,233,164,49
