time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-11 00:00:00+00:00,30,12,24,8
2024-08-12 00:00:00+00:00,648,28,400,145
2024-08-13 00:00:00+00:00,72,23,391,65
2024-08-14 00:00:00+00:00,224,20,354,46
2024-08-15 00:00:00+00:00,167,19,440,45
2024-08-16 00:00:00+00:00,209,18,311,89
2024-08-17 00:00:00+00:00,8,7,90,12
2024-08-18 00:00:00+00:00,15,8,121,6
2024-08-19 00:00:00+00:00,1314,34,338,54
2024-08-20 00:00:00+00:00,24,10,233,47
2024-08-21 00:00:00+00:00,91,14,262,39
2024-08-22 00:00:00+00:00,57,13,187,41
2024-08-23 00:00:00+00:00,102,21,458,48
2024-08-24 00:00:00+00:00,54,7,74,9
