time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-24 00:00:00+00:00,5673,397,128,31
2026-06-25 00:00:00+00:00,1907,335,120,64
2026-06-26 00:00:00+00:00,9324,435,151,100
2026-06-27 00:00:00+00:00,7330,211,88,64
2026-06-28 00:00:00+00:00,1375,186,33,18
2026-06-29 00:00:00+00:00,3532,448,74,53
2026-06-30 00:00:00+00:00,1993,463,194,94
2026-07-01 00:00:00+00:00,2518,465,137,100
2026-07-02 00:00:00+00:00,1560,412,110,93
2026-07-03 00:00:00+00:00,5022,552,106,72
2026-07-04 00:00:00+00:00,249,125,80,66
2026-07-05 00:00:00+00:00,2168,182,90,73
2026-07-06 00:00:00+00:00,1309,348,101,70
2026-07-07 00:00:00+00:00,2136,380,142,51
