time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-04 00:00:00+00:00,72,25,367,33
2024-04-05 00:00:00+00:00,200,38,338,40
2024-04-06 00:00:00+00:00,148,42,22,10
2024-04-07 00:00:00+00:00,34,29,64,30
2024-04-08 00:00:00+00:00,1029,119,146,27
2024-04-09 00:00:00+00:00,128,56,575,41
2024-04-10 00:00:00+00:00,103,29,309,51
2024-04-11 00:00:00+00:00,121,16,362,49
2024-04-12 00:00:00+00:00,13,8,124,34
2024-04-13 00:00:00+00:00,7,7,141,17
2024-04-14 00:00:00+00:00,53,10,121,14
2024-04-15 00:00:00+00:00,1035,130,259,60
2024-04-16 00:00:00+00:00,46,37,305,53
2024-04-17 00:00:00+00:00,11,6,219,41
