time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-19 00:00:00+00:00,337,133,85,26
2025-10-20 00:00:00+00:00,3753,349,601,148
2025-10-21 00:00:00+00:00,354,161,465,102
2025-10-22 00:00:00+00:00,439,194,332,86
2025-10-23 00:00:00+00:00,227,99,438,102
2025-10-24 00:00:00+00:00,420,179,139,53
2025-10-25 00:00:00+00:00,260,126,377,75
2025-10-26 00:00:00+00:00,1377,271,591,62
2025-10-27 00:00:00+00:00,4578,478,1572,299
2025-10-28 00:00:00+00:00,657,234,612,263
2025-10-29 00:00:00+00:00,591,211,312,105
2025-10-30 00:00:00+00:00,641,210,328,71
2025-10-31 00:00:00+00:00,554,266,229,78
2025-11-01 00:00:00+00:00,284,112,116,62
