time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-07 00:00:00+00:00,68,52,50,21
2025-12-08 00:00:00+00:00,2552,320,131,48
2025-12-09 00:00:00+00:00,4736,500,236,122
2025-12-10 00:00:00+00:00,1672,346,483,133
2025-12-11 00:00:00+00:00,776,172,528,129
2025-12-12 00:00:00+00:00,1189,281,106,47
2025-12-13 00:00:00+00:00,580,140,25,13
2025-12-14 00:00:00+00:00,181,96,475,95
2025-12-15 00:00:00+00:00,2974,422,440,111
2025-12-16 00:00:00+00:00,888,181,233,82
2025-12-17 00:00:00+00:00,1265,224,133,62
2025-12-18 00:00:00+00:00,968,257,153,74
2025-12-19 00:00:00+00:00,804,220,214,73
2025-12-20 00:00:00+00:00,349,94,185,66
