referrer,views_total,views_unique
Google,240,123
github.com,152,42
hub.docker.com,25,4
yandex.ru,15,1
Bing,14,8
pkg.go.dev,9,3
getunleash.io,5,5
DuckDuckGo,5,3
linkedin.com,5,1
chatgpt.com,3,3
