time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-26 00:00:00+00:00,281,109,247,54
2025-03-27 00:00:00+00:00,244,84,341,60
2025-03-28 00:00:00+00:00,118,60,183,43
2025-03-29 00:00:00+00:00,66,42,20,12
2025-03-30 00:00:00+00:00,61,38,20,11
2025-03-31 00:00:00+00:00,2829,197,169,44
2025-04-01 00:00:00+00:00,376,130,210,45
2025-04-02 00:00:00+00:00,58,37,102,31
2025-04-03 00:00:00+00:00,891,153,360,110
2025-04-04 00:00:00+00:00,67,31,81,28
2025-04-05 00:00:00+00:00,38,29,27,15
2025-04-06 00:00:00+00:00,27,24,58,13
2025-04-07 00:00:00+00:00,2776,172,80,43
2025-04-08 00:00:00+00:00,402,56,182,61
