referrer,views_total,views_unique
Google,82,46
github.com,57,19
chatgpt.com,16,5
pkg.go.dev,7,3
npmjs.com,5,2
yandex.ru,4,3
search.brave.com,4,3
statics.teams.cdn.office.net,3,3
hub.docker.com,3,2
goodfirstissues.com,3,1
