referrer,views_total,views_unique
Google,498,85
github.com,312,42
pkg.go.dev,49,4
DuckDuckGo,18,2
featbit.co,8,5
golangweekly.com,6,4
dev.to,5,4
intranet.imprivata.com,3,2
confluence.nike.com,3,1
betterprogramming.pub,3,1
