time_iso8601,stars_cumulative
2025-03-19 00:00:00+00:00,1577
2025-03-25 00:00:00+00:00,1579
2025-03-26 00:00:00+00:00,1580
2025-03-29 00:00:00+00:00,1581
2025-03-30 00:00:00+00:00,1582
2025-04-01 00:00:00+00:00,1585
2025-04-03 00:00:00+00:00,1588
2025-04-04 00:00:00+00:00,1589
2025-04-05 00:00:00+00:00,1590
2025-04-07 00:00:00+00:00,1592
2025-04-08 00:00:00+00:00,1593
2025-04-09 00:00:00+00:00,1596
2025-04-10 00:00:00+00:00,1598
2025-04-11 00:00:00+00:00,1600
2025-04-14 00:00:00+00:00,1601
2025-04-15 00:00:00+00:00,1604
2025-04-16 00:00:00+00:00,1605
2025-04-18 00:00:00+00:00,1606
2025-04-19 00:00:00+00:00,1607
2025-04-21 00:00:00+00:00,1608
2025-04-22 00:00:00+00:00,1609
2025-04-24 00:00:00+00:00,1611
2025-04-25 00:00:00+00:00,1613
2025-04-26 00:00:00+00:00,1614
2025-04-27 00:00:00+00:00,1615
2025-04-29 00:00:00+00:00,1616
2025-05-01 00:00:00+00:00,1617
2025-05-02 00:00:00+00:00,1620
2025-05-04 00:00:00+00:00,1621
2025-05-05 00:00:00+00:00,1623
2025-05-07 00:00:00+00:00,1624
2025-05-09 00:00:00+00:00,1625
2025-05-11 00:00:00+00:00,1627
2025-05-14 00:00:00+00:00,1628
2025-05-15 00:00:00+00:00,1629
2025-05-16 00:00:00+00:00,1630
2025-05-19 00:00:00+00:00,1633
2025-05-20 00:00:00+00:00,1634
2025-05-22 00:00:00+00:00,1635
2025-05-25 00:00:00+00:00,1636
2025-05-26 00:00:00+00:00,1637
2025-05-27 00:00:00+00:00,1639
2025-06-02 00:00:00+00:00,1640
2025-06-07 00:00:00+00:00,1641
2025-06-08 00:00:00+00:00,1642
2025-06-09 00:00:00+00:00,1643
2025-06-10 00:00:00+00:00,1645
2025-06-12 00:00:00+00:00,1648
2025-06-13 00:00:00+00:00,1652
2025-06-16 00:00:00+00:00,1654
2025-06-17 00:00:00+00:00,1655
2025-06-18 00:00:00+00:00,1656
2025-06-19 00:00:00+00:00,1659
2025-06-20 00:00:00+00:00,1660
2025-06-22 00:00:00+00:00,1661
2025-06-23 00:00:00+00:00,1662
2025-06-24 00:00:00+00:00,1663
2025-06-26 00:00:00+00:00,1665
2025-06-27 00:00:00+00:00,1668
2025-06-29 00:00:00+00:00,1669
2025-06-30 00:00:00+00:00,1670
2025-07-05 00:00:00+00:00,1671
2025-07-06 00:00:00+00:00,1672
2025-07-08 00:00:00+00:00,1673
2025-07-12 00:00:00+00:00,1674
2025-07-17 00:00:00+00:00,1675
2025-07-18 00:00:00+00:00,1677
2025-07-19 00:00:00+00:00,1678
2025-07-20 00:00:00+00:00,1679
2025-07-22 00:00:00+00:00,1681
2025-07-24 00:00:00+00:00,1685
2025-07-28 00:00:00+00:00,1686
2025-07-29 00:00:00+00:00,1689
2025-07-31 00:00:00+00:00,1691
2025-08-02 00:00:00+00:00,1692
2025-08-04 00:00:00+00:00,1693
2025-08-06 00:00:00+00:00,1694
2025-08-08 00:00:00+00:00,1695
2025-08-10 00:00:00+00:00,1696
2025-08-11 00:00:00+00:00,1698
2025-08-12 00:00:00+00:00,1699
2025-08-13 00:00:00+00:00,1700
2025-08-16 00:00:00+00:00,1701
2025-08-17 00:00:00+00:00,1703
2025-08-19 00:00:00+00:00,1706
2025-08-22 00:00:00+00:00,1707
2025-08-24 00:00:00+00:00,1708
2025-08-26 00:00:00+00:00,1710
2025-08-27 00:00:00+00:00,1711
2025-08-28 00:00:00+00:00,1712
2025-08-29 00:00:00+00:00,1715
2025-08-31 00:00:00+00:00,1716
2025-09-02 00:00:00+00:00,1717
2025-09-03 00:00:00+00:00,1719
2025-09-04 00:00:00+00:00,1721
2025-09-05 00:00:00+00:00,1723
2025-09-07 00:00:00+00:00,1725
2025-09-08 00:00:00+00:00,1727
2025-09-09 00:00:00+00:00,1729
2025-09-11 00:00:00+00:00,1731
2025-09-12 00:00:00+00:00,1732
2025-09-13 00:00:00+00:00,1733
2025-09-14 00:00:00+00:00,1734
2025-09-17 00:00:00+00:00,1736
2025-09-18 00:00:00+00:00,1738
2025-09-19 00:00:00+00:00,1739
2025-09-20 00:00:00+00:00,1756
2025-09-21 00:00:00+00:00,1759
2025-09-22 00:00:00+00:00,1760
2025-09-23 00:00:00+00:00,1762
2025-09-24 00:00:00+00:00,1763
2025-09-26 00:00:00+00:00,1765
2025-09-28 00:00:00+00:00,1766
2025-09-29 00:00:00+00:00,1768
2025-10-01 00:00:00+00:00,1771
2025-10-02 00:00:00+00:00,1772
2025-10-03 00:00:00+00:00,1773
2025-10-04 00:00:00+00:00,1774
2025-10-05 00:00:00+00:00,1776
2025-10-06 00:00:00+00:00,1779
2025-10-07 00:00:00+00:00,1781
2025-10-13 00:00:00+00:00,1783
2025-10-14 00:00:00+00:00,1784
2025-10-15 00:00:00+00:00,1785
2025-10-17 00:00:00+00:00,1786
2025-10-18 00:00:00+00:00,1787
2025-10-20 00:00:00+00:00,1790
2025-10-23 00:00:00+00:00,1791
2025-10-24 00:00:00+00:00,1792
2025-10-26 00:00:00+00:00,1798
2025-10-27 00:00:00+00:00,1809
2025-10-28 00:00:00+00:00,1818
2025-10-29 00:00:00+00:00,1825
2025-10-30 00:00:00+00:00,1828
2025-11-01 00:00:00+00:00,1830
2025-11-04 00:00:00+00:00,1832
2025-11-05 00:00:00+00:00,1833
2025-11-06 00:00:00+00:00,1835
2025-11-08 00:00:00+00:00,1836
2025-11-11 00:00:00+00:00,1837
2025-11-12 00:00:00+00:00,1839
2025-11-14 00:00:00+00:00,1841
2025-11-16 00:00:00+00:00,1842
2025-11-18 00:00:00+00:00,1844
2025-11-20 00:00:00+00:00,1845
2025-11-21 00:00:00+00:00,1846
2025-11-22 00:00:00+00:00,1847
2025-11-24 00:00:00+00:00,1848
2025-11-26 00:00:00+00:00,1850
2025-11-30 00:00:00+00:00,1851
2025-12-01 00:00:00+00:00,1852
2025-12-05 00:00:00+00:00,1854
2025-12-07 00:00:00+00:00,1855
2025-12-08 00:00:00+00:00,1856
2025-12-09 00:00:00+00:00,1858
2025-12-11 00:00:00+00:00,1859
2025-12-12 00:00:00+00:00,1861
2025-12-13 00:00:00+00:00,1862
2025-12-15 00:00:00+00:00,1863
2025-12-17 00:00:00+00:00,1864
2025-12-18 00:00:00+00:00,1865
2025-12-21 00:00:00+00:00,1866
2025-12-23 00:00:00+00:00,1868
2025-12-25 00:00:00+00:00,1869
2025-12-27 00:00:00+00:00,1870
2025-12-28 00:00:00+00:00,1880
2025-12-29 00:00:00+00:00,1884
2026-01-03 00:00:00+00:00,1885
2026-01-04 00:00:00+00:00,1886
2026-01-05 00:00:00+00:00,1888
2026-01-07 00:00:00+00:00,1889
2026-01-08 00:00:00+00:00,1890
2026-01-09 00:00:00+00:00,1892
2026-01-14 00:00:00+00:00,1894
2026-01-15 00:00:00+00:00,1897
2026-01-17 00:00:00+00:00,1899
2026-01-19 00:00:00+00:00,1900
2026-01-20 00:00:00+00:00,1901
2026-01-23 00:00:00+00:00,1902
2026-01-24 00:00:00+00:00,1903
2026-01-25 00:00:00+00:00,1905
2026-01-28 00:00:00+00:00,1907
2026-01-29 00:00:00+00:00,1909
2026-01-30 00:00:00+00:00,1911
2026-01-31 00:00:00+00:00,1912
2026-02-04 00:00:00+00:00,1915
2026-02-05 00:00:00+00:00,1916
2026-02-06 00:00:00+00:00,1918
2026-02-07 00:00:00+00:00,1919
2026-02-09 00:00:00+00:00,1922
2026-02-11 00:00:00+00:00,1925
2026-02-12 00:00:00+00:00,1928
2026-02-13 00:00:00+00:00,1930
2026-02-14 00:00:00+00:00,1931
2026-02-16 00:00:00+00:00,1933
2026-02-17 00:00:00+00:00,1935
2026-02-20 00:00:00+00:00,1937
2026-02-22 00:00:00+00:00,1938
2026-02-24 00:00:00+00:00,1939
2026-02-25 00:00:00+00:00,1941
2026-02-27 00:00:00+00:00,1942
2026-02-28 00:00:00+00:00,1943
2026-03-02 00:00:00+00:00,1944
2026-03-03 00:00:00+00:00,1945
2026-03-04 00:00:00+00:00,1946
2026-03-05 00:00:00+00:00,1947
2026-03-07 00:00:00+00:00,1948
2026-03-08 00:00:00+00:00,1949
2026-03-09 00:00:00+00:00,1950
2026-03-11 00:00:00+00:00,1954
2026-03-12 00:00:00+00:00,1956
2026-03-15 00:00:00+00:00,1958
2026-03-17 00:00:00+00:00,1960
2026-03-18 00:00:00+00:00,1962
2026-03-19 00:00:00+00:00,1966
2026-03-22 00:00:00+00:00,1967
2026-03-23 00:00:00+00:00,1968
2026-03-24 00:00:00+00:00,1969
2026-03-25 00:00:00+00:00,1970
2026-03-27 00:00:00+00:00,1972
2026-03-29 00:00:00+00:00,1973
2026-03-30 00:00:00+00:00,1974
2026-04-02 00:00:00+00:00,1975
2026-04-04 00:00:00+00:00,1977
2026-04-05 00:00:00+00:00,1981
2026-04-06 00:00:00+00:00,1982
2026-04-07 00:00:00+00:00,1983
2026-04-09 00:00:00+00:00,1984
2026-04-10 00:00:00+00:00,1985
2026-04-11 00:00:00+00:00,1986
2026-04-13 00:00:00+00:00,1987
2026-04-14 00:00:00+00:00,1988
2026-04-15 00:00:00+00:00,1992
2026-04-16 00:00:00+00:00,1993
2026-04-19 00:00:00+00:00,1994
2026-04-21 00:00:00+00:00,1995
2026-04-22 00:00:00+00:00,1996
2026-04-23 00:00:00+00:00,1997
2026-04-24 00:00:00+00:00,2001
2026-04-28 00:00:00+00:00,2005
2026-04-29 00:00:00+00:00,2006
2026-04-30 00:00:00+00:00,2007
2026-05-01 00:00:00+00:00,2008
2026-05-02 00:00:00+00:00,2009
2026-05-05 00:00:00+00:00,2011
2026-05-06 00:00:00+00:00,2012
